Model,NDCG@5,Recall@5,Precision@5,NDCG@10,Recall@10,Precision@10,NDCG@20,Recall@20,Precision@20,Coverage,Popularity_Bias
ItemItemCF,0.05620407459618159,0.03623161677027584,0.052152317880794705,0.062472177039631475,0.0592720202570012,0.04567880794701987,0.07696549429414938,0.10278070176728936,0.04062913907284768,0.19694489907255866,1680.679321192053
