Model,NDCG@5,Recall@5,Precision@5,NDCG@10,Recall@10,Precision@10,NDCG@20,Recall@20,Precision@20,Coverage,Popularity_Bias
Basic CB,0.007283609765347887,0.004816181874835711,0.007086092715231789,0.0087243844095046,0.008973690620009668,0.006390728476821191,0.011554906014139756,0.016594912019110182,0.006026490066225165,1.0024549918166938,236.93555463576158
Enhanced CB,0.039124983741206695,0.029382087937576885,0.03443708609271523,0.0459697533653873,0.04948663863176538,0.030198675496688743,0.05765774286270504,0.08145702727792836,0.02550496688741722,0.40425531914893614,978.4256456953642
