Model,NDCG@5,Recall@5,Precision@5,NDCG@10,Recall@10,Precision@10,NDCG@20,Recall@20,Precision@20,Coverage,Popularity_Bias
FunkSVD,0.024508791201674058,0.012593215269470612,0.02440397350993378,0.02646974731504588,0.022330152397865875,0.021788079470198674,0.03131804278316585,0.03831944590292866,0.018791390728476822,0.16803055100927441,798.8578559602649
ALS,0.019570323157602088,0.009939155563671725,0.018576158940397353,0.021886421966480527,0.018461407039234736,0.017251655629139075,0.027136760545682783,0.033825177654333106,0.016067880794701988,0.8453355155482815,469.93057947019867
